pais;scarlett id;tipo de documento;estado de validaciones;proveedor;proveedor id;fecha de recepción;asignación de sap sku;estado integración de SAP;estado de conciliacion;estado de las solicitudes;orden de compra;fecha de emision;Número de envío;estado de envío;Vertical o vendor;Monto;Estado Integración SAP final;Estado en Jira
Chile;07787924000330001819044;Factura;Sin errores;Samsung Electronics Chile;9699193902;19-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043438;18-03-2024;24230745;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001819045;Factura;Sin errores;Samsung Electronics Chile;9699193902;19-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043335;18-03-2024;24230745;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001818750;Factura;Sin errores;Samsung Electronics Chile;9699193902;19-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043330;15-03-2024;24142191;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001818749;Factura;Sin errores;Samsung Electronics Chile;9699193902;19-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043330;15-03-2024;24142191;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07874436050330001514268;Factura;Con alertas;adidas Chile Ltda.;9500000277;19-03-2024;Incompleta;Por procesar;Por procesar; ;4000042864;12-03-2024;23828629;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07874436050330001514267;Factura;Con alertas;adidas Chile Ltda.;9500000277;19-03-2024;Incompleta;Por procesar;Por procesar; ;4000042864;12-03-2024;23828629;Cerrado;550070308;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;09685339080330000559443;Factura;Sin errores;Robert Bosch S. A.;9500000182;18-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043336;14-03-2024;24249438;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000559442;Factura;Sin errores;Robert Bosch S. A.;9500000182;18-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043328;14-03-2024;24251872;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000559441;Factura;Sin errores;Robert Bosch S. A.;9500000182;18-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043328;14-03-2024;24251872;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000000770;Factura;Sin errores;Diffupar Chile SPA;9500087850;18-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043338;15-03-2024;24036898;Cerrado;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000557380;Factura;Con alertas;Robert Bosch S. A.;9500000182;15-03-2024;Incompleta;Por procesar;Por procesar; ;4000041643;20-02-2024;23449578;Cerrado con cambios;550063615;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;09685339080330000555813;Factura;Sin errores;Robert Bosch S. A.;9500000182;13-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040573;05-02-2024;23014043;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000555812;Factura;Sin errores;Robert Bosch S. A.;9500000182;13-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040573;05-02-2024;23014043;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000555811;Factura;Sin errores;Robert Bosch S. A.;9500000182;13-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040573;05-02-2024;23014043;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000555810;Factura;Sin errores;Robert Bosch S. A.;9500000182;13-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040573;05-02-2024;23014043;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000014478;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;12-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042973;12-03-2024;24081661;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000007714;Factura;Sin errores;TPV Chile;9500000116;12-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042267;22-02-2024;23493337;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07684017720330000007688;Factura;Sin errores;TPV Chile;9500000116;12-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041864;20-02-2024;23305815;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000014463;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;12-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042786;11-03-2024;24068058;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817035;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042836;08-03-2024;23984623;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817036;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042795;08-03-2024;23984623;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817074;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042253;08-03-2024;24033100;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817077;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000043327;08-03-2024;24033100;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817076;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042795;08-03-2024;24033100;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001817073;Factura;Sin errores;Samsung Electronics Chile;9699193902;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000041712;08-03-2024;24033100;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657818;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042930;04-03-2024;23823916;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657822;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042788;04-03-2024;23823916;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657815;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042785;04-03-2024;23823916;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657814;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042785;04-03-2024;23823916;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657820;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042797;04-03-2024;23823916;Cerrado con cambios;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657811;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042929;04-03-2024;23823916;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657821;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042791;04-03-2024;23823916;Cerrado con cambios;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657816;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042785;04-03-2024;23823916;Cerrado con cambios;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657813;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042785;04-03-2024;23823916; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657812;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042785;04-03-2024;23823916;Cerrado con cambios;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657817;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042798;04-03-2024;23823916; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657823;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042791;04-03-2024;23823916; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002657819;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042791;04-03-2024;23823916; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650688;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042068;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650684;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042404;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650687;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042068;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650678;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042308;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650686;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042309;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650682;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042062;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650685;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042069;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650680;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042062;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650683;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042062;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650681;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042062;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002650679;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042062;27-02-2024;23554057; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656205;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000041906;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656212;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041908;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656213;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041908;22-02-2024;23451518; ;-;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656214;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041710;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656215;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000041708;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656211;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041908;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656210;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Incompleta;Por procesar;Por procesar; ;4000041711;22-02-2024;23451518;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07969393030330002656216;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041905;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656209;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Incompleta;Por procesar;Por procesar; ;4000041711;22-02-2024;23451518; ;-;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07969393030330002656208;Factura;Sin errores;L OREAL CHILE S A;9500000113;11-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000041711;22-02-2024;23451518; ;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07969393030330002656207;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Incompleta;Por procesar;Por procesar; ;4000041711;22-02-2024;23451518;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07969393030330002656206;Factura;Con alertas;L OREAL CHILE S A;9500000113;11-03-2024;Incompleta;Por procesar;Por procesar; ;4000041711;22-02-2024;23451518;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;05921005090330000014449;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;08-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041956;08-03-2024;23733280;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07811217030330000105461;Factura;Sin errores;Net Now;9500116438;08-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000043022;08-03-2024;23997567;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000014435;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;06-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042972;06-03-2024;23936980;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07754235600330000000761;Factura;Sin errores;Diffupar Chile SPA;9500087850;06-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042835;07-03-2024;23776197;Cerrado con cambios;550072427;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09694269000330000025325;Factura;Con alertas;GRETA CHILE SpA;9500049794;06-03-2024;Incompleta;Por procesar;Por procesar; ;4000042784;05-03-2024;23817921;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07754235600330000000614;Factura;Con alertas;Diffupar Chile SPA;9500087850;05-03-2024;Incompleta;Por procesar;Por procesar; ;4000037109;06-12-2023;21102423;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07787924000330001815214;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000042170;28-02-2024;23710849;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815303;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000042787;28-02-2024;23710849;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815163;Factura;Con alertas;Samsung Electronics Chile;9699193902;05-03-2024;Incompleta;Por procesar;Por procesar; ;4000042787;28-02-2024;23710849;Cerrado con cambios;550063615;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07787924000330001815213;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041420;28-02-2024;23710849;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815212;Factura;Con alertas;Samsung Electronics Chile;9699193902;05-03-2024;Incompleta;Por procesar;Por procesar; ;4000041420;28-02-2024;23710849;Cerrado con cambios;550063615;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;07787924000330001813678;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000040947;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813829;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000042336;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813828;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041705;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813827;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041706;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813825;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041419;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813823;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041707;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813824;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041422;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813822;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041418;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813763;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041251;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813762;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041712;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813761;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041600;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001813723;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000041421;23-02-2024;23515998;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815090;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Por procesar; ;4000042869;28-02-2024;23731688;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815089;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042790;28-02-2024;23731688;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815082;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042255;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815083;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042255;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815088;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042169;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815087;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042168;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815441;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042253;29-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815086;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042253;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07787924000330001815084;Factura;Sin errores;Samsung Electronics Chile;9699193902;05-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042253;28-02-2024;23651571;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000554875;Factura;Con alertas;Robert Bosch S. A.;9500000182;04-03-2024;Incompleta;Por procesar;Por procesar; ;4000040571;29-01-2024;22779333;Cerrado con cambios;550072427;;Por procesar;En curso FinOps - Asignar SAP SKU
Chile;09685339080330000558242;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042881;29-02-2024;23774932;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000558239;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Con diferencias; ;4000042880;29-02-2024;23774047;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000554841;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040572;29-01-2024;22781265;Cerrado;550070308;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000554844;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040574;29-01-2024;22797002;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000555814;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040574;05-02-2024;22969804;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000555815;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040574;05-02-2024;22969804;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000554853;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040574;29-01-2024;22797002;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000554878;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000040574;29-01-2024;22797002;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000557099;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041644;22-02-2024;23538628;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000557281;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041644;16-02-2024;23228020;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;09685339080330000557207;Factura;Sin errores;Robert Bosch S. A.;9500000182;04-03-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041643;20-02-2024;23449578;Cerrado con cambios;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005036;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;29-02-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042171;29-02-2024;23746824;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;07643229830330000005037;Factura;Sin errores;JUEGOS DE VIDEO DE CHILE S.p. A.;9500000380;29-02-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042796;29-02-2024;23790036;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000014382;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;29-02-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000041955;27-02-2024;23540943;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
Chile;05921005090330000014392;Factura;Sin errores;SOLUTIONS 2 GO CHILE LLC, AGENCIA EN CHILE;9500032167;29-02-2024;Completa;Contabilizada automáticamente;Conciliada; ;4000042439;27-02-2024;23690373;Cerrado;550063615;;Contabilizada automáticamente;Done - Contabilizada automáticamente
